"","ID","site_url","author","headline","language","country","global_rank","US_rank","top1_country","top2_country","top3_country","bounce_rate","daily_pageviews_per_visitor","daily_time_on_site","percentage_search_visits","num_sites_linking_in","gender","educational_level","browsing_location","stumble_upon","pinterest","linkedin","fb_total","fb_comments","fb_reactions","fb_shares","type","sentiment","gop_nlp","email_nlp","comei_nlp","reveal_nlp","comment_nlp","soro_nlp","acknowledg_nlp","emf_nlp","rig_nlp","jihad_nlp","femin_nlp","hillary_nlp","neomasculin_nlp","natur_nlp","weight_nlp","gmo_nlp","trump_nlp","brief_nlp","roi_nlp","tax_nlp"
"678",678,"returnofkings.com","WATCH: My Summer Vacation In Croatia","comment on 16 tips for having sex with croatian girls by watch: my summer vacation in croatia","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"679",679,"returnofkings.com","Tubal Cain","what its like to be a welder","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"680",680,"returnofkings.com","Brutus Centinel","the importance of patriarchal religion to marriage and childrearing","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"681",681,"returnofkings.com","Beau Albrecht","is western civilization worth saving?","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"682",682,"returnofkings.com","August Moliere","the only strategy that could have stopped donald trump","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"683",683,"returnofkings.com","Brian Gerard","why do people become cuckservatives?","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"684",684,"returnofkings.com","Why Do People Become Cuckservatives?","comment on have you swallowed the red pill? take the test by why do people become cuckservatives?","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"685",685,"returnofkings.com","Andr√© du P√¥le","american woman in bikini desecrates french catacombs for her female indiana jonesù brand","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"686",686,"returnofkings.com","News Syndicator","donald trump rushed off stage in reno after possible assassination attempt","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"687",687,"returnofkings.com","David G. Brown","federal jury finds uva rape hoax journalist sabrina rubin erdely and rolling stone liable for defamation","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"688",688,"returnofkings.com","Larsen Halleck","dont believe the myth that weightlifting will slow you down","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"689",689,"returnofkings.com","How To Kill Zombie Arguments","comment on brilliant takedown of feminism from an old man by how to kill zombie arguments","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"690",690,"returnofkings.com","Relampago Furioso","relentless media censorship is brining us a fate worse than big brother","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"691",691,"returnofkings.com","Quintus Curtius","what fran„ßois de la rochefoucauld has to teach us about cynicism","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"692",692,"returnofkings.com","Corey Savage","6 reasons why youre not happy","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"693",693,"returnofkings.com","Roosh Valizadeh","watch: how i make my own bread at home with a bread machine","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"694",694,"returnofkings.com","Jean-Batave Poqueliche","is hillary clintons entourage involved in a satanic pedophile ring?","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"695",695,"returnofkings.com","Kyle Trouble","6 things to know about prague (czech republic)","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"696",696,"returnofkings.com","David G. Brown","if you dress like an attention whore at work, expect to be treated like one","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"697",697,"returnofkings.com","Roosh Valizadeh","election result discussion for the 2016 presidential election (open thread)","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"698",698,"returnofkings.com","Roosh Valizadeh","donald trump elected 45th president of the united states","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"699",699,"returnofkings.com","David G. Brown","wall street, hollywood, the media and sjws fail to stop donald trump from becoming americas 45th president","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"700",700,"returnofkings.com","Luke Stranahan","what to do in an ammo panic","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"701",701,"returnofkings.com","Jon Anthony","trump presidency creates mountains of salt from butthurt liberals","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"702",702,"returnofkings.com","Bernie Paprika","5 things america can learn from hungarys resistance against the migrant masses","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"703",703,"returnofkings.com","Michael Sebastian","what the 2016 election has exposed","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"704",704,"returnofkings.com","Andr√© du P√¥le","why so-called intellectuals do more harm than good to society","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"705",705,"returnofkings.com","Roosh Valizadeh","what donald trumps victory means for men","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"706",706,"returnofkings.com","Bob Smith","two more hollywood films for men that leave todays sjw movies in the dust","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"707",707,"returnofkings.com","FitzRoy Sommerset","what the trump skeptics got wrong","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"708",708,"returnofkings.com","Jon Anthony","why its absolutely worth it to learn game","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"709",709,"returnofkings.com","Aaron Clarey","buzz aldrin is a warning of how success can lead to depression","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"710",710,"returnofkings.com","Larsen Halleck","why you should be doing the twist stretch","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"711",711,"returnofkings.com","Roosh Valizadeh","the dangers of romantic love","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"712",712,"returnofkings.com","Quintus Curtius","the revolutionary reforms of peter the great","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"713",713,"returnofkings.com","Roosh Valizadeh","podcast: the serenity of stoicism","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"714",714,"returnofkings.com","Relampago Furioso","5 ways the media responded with butthurt to donald trumps victory","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"715",715,"returnofkings.com","Beau Albrecht","the sad saga of john walker lindh, rebel without a clue","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"716",716,"returnofkings.com","Roosh Valizadeh","shopify erased our store from the internet while i was fulfilling 55 orders","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"717",717,"returnofkings.com","Corey Savage","8 ways to forge strength through challenges","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"718",718,"returnofkings.com","4 Goals For The Neomasculinity Movement During Trump‚Äôs First Term","comment on are you on pace to reach your goals? by 4 goals for the neomasculinity movement during trumps first term","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"719",719,"returnofkings.com","Jon Anthony","4 goals for the neomasculinity movement during trumps first term","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"720",720,"returnofkings.com","Luke Stranahan","10 things i learned from being my own general contractor","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"721",721,"returnofkings.com","Bob Smith","3 hollywood films for blue-pill men that reinforce sjw values and concepts","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"722",722,"returnofkings.com","Roosh Valizadeh","how the camp of the saintsù predicted the migrant destruction of europe","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"723",723,"returnofkings.com","Brock Robinson","5 reasons you should stop using facebook","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"724",724,"returnofkings.com","Jean-Batave Poqueliche","the red pill masterpiece that predates them all","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"725",725,"returnofkings.com","Michael Sebastian","how to live after trump","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"726",726,"returnofkings.com","Matt Forney","3 reasons why you should apply for a job in the trump administration","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"727",727,"returnofkings.com","William Adams","what modern south korea is like","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"728",728,"returnofkings.com","Andr√© du P√¥le","men are binded by their shared realization of truth","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"729",729,"returnofkings.com","GrahamSeibert","what its like to live in kiev after marrying a ukrainian woman","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"730",730,"returnofkings.com","David G. Brown","women only hate female objectification when they can no longer profit from it","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"731",731,"returnofkings.com","Roosh Valizadeh","the path men took to trump","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"732",732,"returnofkings.com","Larsen Halleck","how effective are books on fitness?","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"733",733,"returnofkings.com","An Infographic Showing What Male Privilege Really Looks Like","comment on the myth of male privilege by an infographic showing what male privilege really looks like","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"734",734,"returnofkings.com","How Effective Are Books On Fitness?","comment on why you should become a minimalist by how effective are books on fitness?","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"735",735,"returnofkings.com","Quintus Curtius","the character assassination of baseball legend ty cobb","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"736",736,"returnofkings.com","Jon Anthony","4 examples that show the globalists are losing ground","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"737",737,"returnofkings.com","Roosh Valizadeh","the path men took to trump","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"738",738,"returnofkings.com","Ness Nomadison","8 reasons why you should try photography as a hobby","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"739",739,"returnofkings.com","Roosh Valizadeh","nationalism is a trap","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740",740,"returnofkings.com","Louis Stuart","how we can win the propaganda war","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741",741,"returnofkings.com","David G. Brown","stockholms feministù snow removal program causes the entire city to shut down","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"742",742,"returnofkings.com","Luke Stranahan","is feminism a giant shit test?","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",-4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"743",743,"returnofkings.com","Relampago Furioso","mainstream media calls real news fakeù because their narrative is collapsing","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"744",744,"returnofkings.com","Jacques de Seingalt","an exploration of finding meaning in life through logotherapy","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"745",745,"returnofkings.com","Rik Storr","why fighting is good for men and boys","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"746",746,"returnofkings.com","Beau Albrecht","the ugly truth of six more leftist heroesù","english","United States",25310,9633,"United States","United Kingdom","Canada",0.566,2.61,224,0.295,2562,"male","some college","home",0,0,2,0,0,0,0,"hate",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"747",747,"wnd.com","-NO AUTHOR-","kenyan refugee kills co-worker, self","english","United Kingdom",3747,814,"United States","Canada","United Kingdom",0.434,2.44,215,0.16,26493,"female","some college","school",0,0,626,53823,12484,12157,29182,"bias",-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"748",748,"wnd.com","-NO AUTHOR-","woman 'eaten alive' by daughter's dogs","english","United Kingdom",3747,814,"United States","Canada","United Kingdom",0.434,2.44,215,0.16,26493,"female","some college","school",0,0,626,53823,12484,12157,29182,"bias",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"749",749,"wnd.com","Bob Unruh","state that fired pastor demands his sermons, notes","english","United Kingdom",3747,814,"United States","Canada","United Kingdom",0.434,2.44,215,0.16,26493,"female","some college","school",0,0,626,53823,12484,12157,29182,"bias",-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750",750,"wnd.com","-NO AUTHOR-","kenyan refugee kills co-worker, self","english","United Kingdom",3747,814,"United States","Canada","United Kingdom",0.434,2.44,215,0.16,26493,"female","some college","school",0,0,626,53823,12484,12157,29182,"bias",-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"751",751,"wnd.com","-NO AUTHOR-","trump: hillary would lead to world war 3","english","United Kingdom",3747,814,"United States","Canada","United Kingdom",0.434,2.44,215,0.16,26493,"female","some college","school",0,0,626,53823,12484,12157,29182,"bias",-2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"752",752,"wnd.com","-NO AUTHOR-","texas county switches to 'emergency paper ballots'","english","United Kingdom",3747,814,"United States","Canada","United Kingdom",0.434,2.44,215,0.16,26493,"female","some college","school",0,0,626,53823,12484,12157,29182,"bias",-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"753",753,"wnd.com","-NO AUTHOR-","poll: trump pulls ahead in florida","english","United Kingdom",3747,814,"United States","Canada","United Kingdom",0.434,2.44,215,0.16,26493,"female","some college","school",0,0,626,53823,12484,12157,29182,"bias",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"754",754,"wnd.com","Bob Unruh","state that fired pastor demands his sermons, notes","english","United Kingdom",3747,814,"United States","Canada","United Kingdom",0.434,2.44,215,0.16,26493,"female","some college","school",0,0,626,53823,12484,12157,29182,"bias",-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"755",755,"wnd.com","-NO AUTHOR-","woman 'eaten alive' by daughter's dogs","english","United Kingdom",3747,814,"United States","Canada","United Kingdom",0.434,2.44,215,0.16,26493,"female","some college","school",0,0,626,53823,12484,12157,29182,"bias",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"756",756,"wnd.com","-NO AUTHOR-","young patient","english","United Kingdom",3747,814,"United States","Canada","United Kingdom",0.434,2.44,215,0.16,26493,"female","some college","school",0,0,626,53823,12484,12157,29182,"bias",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"757",757,"wnd.com","Joe Kovacs","limbaugh: democrats would 'destroy jesus christ'","english","United Kingdom",3747,814,"United States","Canada","United Kingdom",0.434,2.44,215,0.16,26493,"female","some college","school",0,0,626,53823,12484,12157,29182,"bias",-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"758",758,"wnd.com","Bob Unruh","see dems accept foreign cash to disrupt trump rallies","english","United Kingdom",3747,814,"United States","Canada","United Kingdom",0.434,2.44,215,0.16,26493,"female","some college","school",0,0,626,53823,12484,12157,29182,"bias",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"759",759,"wnd.com","Bob Unruh","see dems accept foreign cash to disrupt trump rallies","english","United Kingdom",3747,814,"United States","Canada","United Kingdom",0.434,2.44,215,0.16,26493,"female","some college","school",0,0,626,53823,12484,12157,29182,"bias",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"760",760,"wnd.com","Joe Kovacs","limbaugh: democrats would 'destroy jesus christ'","english","United Kingdom",3747,814,"United States","Canada","United Kingdom",0.434,2.44,215,0.16,26493,"female","some college","school",0,0,626,53823,12484,12157,29182,"bias",-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"761",761,"wnd.com","-NO AUTHOR-","dow higher as boeing gains offset apple's fall","english","United Kingdom",3747,814,"United States","Canada","United Kingdom",0.434,2.44,215,0.16,26493,"female","some college","school",0,0,626,53823,12484,12157,29182,"bias",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"762",762,"wnd.com","-NO AUTHOR-","feds: 275,000 born to illegals in 1 year","english","United Kingdom",3747,814,"United States","Canada","United Kingdom",0.434,2.44,215,0.16,26493,"female","some college","school",0,0,626,53823,12484,12157,29182,"bias",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"763",763,"wnd.com","-NO AUTHOR-","feds: 275,000 born to illegals in 1 year","english","United Kingdom",3747,814,"United States","Canada","United Kingdom",0.434,2.44,215,0.16,26493,"female","some college","school",0,0,626,53823,12484,12157,29182,"bias",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"764",764,"wnd.com","-NO AUTHOR-","dow higher as boeing gains offset apple's fall","english","United Kingdom",3747,814,"United States","Canada","United Kingdom",0.434,2.44,215,0.16,26493,"female","some college","school",0,0,626,53823,12484,12157,29182,"bias",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"765",765,"wnd.com","-NO AUTHOR-","young patient","english","United Kingdom",3747,814,"United States","Canada","United Kingdom",0.434,2.44,215,0.16,26493,"female","some college","school",0,0,626,53823,12484,12157,29182,"bias",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
